player,batting_runs,balls_faced,batting_matches,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls_batting,boundaries,fours,sixes,dot_ball_percentage_batting,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds,bowler,runs_conceded,ball,wickets,bowling_matches,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls_bowling,dot_ball_percentage_bowling,batting_score,bowling_score,allrounder_score
S Sriram,31,38,2,2,15.5,81.57894736842105,38,18,3,3,0,47.368421052631575,7.894736842105263,10.333333333333334,0,0,0,S Sriram,49,18,0,2,3.0,16.333333333333332,49.0,18.0,0.0,2.0,11.11111111111111,0.13596714869791263,0.35081196581196583,0.24338955725493922
S Tyagi,3,4,1,0,3.0,75.0,4,1,0,0,0,25.0,0.0,3.0,0,0,0,S Tyagi,304,220,6,14,36.666666666666664,8.290909090909091,50.666666666666664,36.666666666666664,0.42857142857142855,93.0,42.27272727272727,0.08537701068584522,0.4252536196198168,0.255315315152831
S Vidyut,145,115,8,8,18.125,126.08695652173914,115,55,24,21,3,47.82608695652174,20.869565217391305,6.041666666666667,1,1,0,S Vidyut,22,13,1,1,2.1666666666666665,10.153846153846155,22.0,13.0,1.0,5.0,38.46153846153847,0.19511406391334926,0.46649331888768497,0.33080369140051713
SA Abbott,22,18,3,2,11.0,122.22222222222223,18,10,3,1,2,55.55555555555556,16.666666666666664,7.333333333333333,0,0,0,SA Abbott,104,59,1,3,9.833333333333334,10.576271186440678,104.0,59.0,0.3333333333333333,13.0,22.033898305084744,0.16082030058508723,0.2737423410519615,0.21728132081852436
SA Yadav,3594,2522,135,112,32.089285714285715,142.50594766058683,2522,900,515,385,130,35.68596352101507,20.420301348136398,6.978640776699029,24,24,2,SA Yadav,8,6,0,1,1.0,8.0,8.0,6.0,0.0,2.0,33.33333333333333,0.4312873142382318,0.5148717948717949,0.4730795545550134
SB Bangar,49,58,7,6,8.166666666666666,84.48275862068965,58,28,4,1,3,48.275862068965516,6.896551724137931,12.25,0,0,0,SB Bangar,221,153,6,9,25.5,8.666666666666666,36.833333333333336,25.5,0.6666666666666666,55.0,35.947712418300654,0.1147693877016162,0.4540453834115806,0.2844073855565984
SB Jakati,28,30,5,2,14.0,93.33333333333333,30,12,3,3,0,40.0,10.0,9.333333333333334,0,0,0,SB Jakati,1474,1101,50,57,183.5,8.032697547683924,29.48,22.02,0.8771929824561403,337.0,30.60853769300636,0.14245816034061604,0.5589267981535548,0.35069247924708546
SB Joshi,6,16,2,2,3.0,37.5,16,10,0,0,0,62.5,0.0,6.0,0,0,0,SB Joshi,82,55,1,4,9.166666666666666,8.945454545454545,82.0,55.0,0.25,18.0,32.72727272727273,0.04802674864441772,0.3381017104960767,0.19306422957024721
SB Styris,131,134,10,7,18.714285714285715,97.76119402985076,134,53,13,10,3,39.55223880597015,9.701492537313433,10.076923076923077,1,0,0,SB Styris,278,222,9,11,37.0,7.513513513513513,30.88888888888889,24.666666666666668,0.8181818181818182,83.0,37.38738738738739,0.16809845285288444,0.4830067445560403,0.3255525987044624
SB Wagh,2,3,2,2,1.0,66.66666666666666,3,2,0,0,0,66.66666666666666,0.0,2.0,0,0,0,SB Wagh,147,108,5,8,18.0,8.166666666666666,29.4,21.6,0.625,45.0,41.66666666666667,0.07017558288147256,0.4734879619597929,0.2718317724206327
SC Ganguly,1349,1326,56,54,24.98148148148148,101.73453996983409,1326,662,179,137,42,49.924585218702866,13.499245852187029,7.5363128491620115,14,7,0,SC Ganguly,370,280,12,20,46.666666666666664,7.928571428571429,30.833333333333332,23.333333333333332,0.6,75.0,26.785714285714285,0.25423085008874213,0.4853099365423309,0.3697703933155365
SD Chitnis,99,92,8,7,14.142857142857142,107.6086956521739,92,38,12,10,2,41.30434782608695,13.043478260869565,8.25,1,0,0,SD Chitnis,62,38,2,2,6.333333333333333,9.789473684210527,31.0,19.0,1.0,9.0,23.684210526315788,0.16076433399935205,0.4506384596377183,0.3057013968185352
SE Bond,1,2,1,1,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,SE Bond,225,191,9,8,31.833333333333332,7.068062827225131,25.0,21.22222222222222,1.125,75.0,39.26701570680628,0.0534590035619484,0.5003085771981871,0.2768837903800678
SE Rutherford,106,107,9,7,15.142857142857142,99.06542056074767,107,54,11,3,8,50.467289719626166,10.2803738317757,9.636363636363637,0,0,0,SE Rutherford,60,46,1,6,7.666666666666667,7.826086956521739,60.0,46.0,0.16666666666666666,7.0,15.217391304347828,0.15597953838701922,0.39819900450641416,0.2770892714467167
SH Johnson,6,7,3,0,6.0,85.71428571428571,7,4,1,1,0,57.14285714285714,14.285714285714285,6.0,0,0,0,SH Johnson,155,99,4,5,16.5,9.393939393939394,38.75,24.75,0.8,34.0,34.34343434343434,0.10646830708597615,0.4398058318832966,0.27313706948463634
SJ Srivastava,5,5,4,1,5.0,100.0,5,1,0,0,0,20.0,0.0,5.0,0,0,0,SJ Srivastava,444,306,15,14,51.0,8.705882352941176,29.6,20.4,1.0714285714285714,103.0,33.66013071895425,0.11729501780974202,0.4873123021689716,0.3023036599893568
SK Raina,5536,4177,200,168,32.95238095238095,132.53531242518554,4177,1476,710,506,204,35.336365812784294,16.997845343548,7.79718309859155,37,39,1,SK Raina,1139,930,30,69,155.0,7.348387096774194,37.96666666666667,31.0,0.43478260869565216,280.0,30.107526881720432,0.5211894209819644,0.5074860844138445,0.5143377526979045
SK Trivedi,42,61,14,8,5.25,68.85245901639344,61,37,4,3,1,60.65573770491803,6.557377049180328,10.5,0,0,0,SK Trivedi,1944,1557,73,75,259.5,7.491329479768786,26.63013698630137,21.328767123287673,0.9733333333333334,492.0,31.59922928709056,0.08884651770913568,0.6132072939371143,0.35102690582312496
SK Warne,198,219,27,19,10.421052631578947,90.41095890410958,219,105,20,14,6,47.94520547945205,9.1324200913242,9.9,1,0,0,SK Warne,1465,1223,60,54,203.83333333333334,7.187244480784955,24.416666666666668,20.383333333333333,1.1111111111111112,426.0,34.8323793949305,0.13581997995936815,0.596436198485333,0.3661280892223506
SL Malinga,88,103,20,12,7.333333333333333,85.43689320388349,103,59,11,6,5,57.28155339805825,10.679611650485436,8.0,0,0,0,SL Malinga,3486,2974,188,122,495.6666666666667,7.032952252858103,18.54255319148936,15.819148936170214,1.540983606557377,1144.0,38.46671149966375,0.11482920665534342,0.8516532003870285,0.483241203521186
SM Curran,883,673,48,36,24.52777777777778,131.2035661218425,673,251,111,74,37,37.295690936106986,16.493313521545318,7.954954954954955,3,5,0,SM Curran,1924,1234,62,58,205.66666666666666,9.354943273905997,31.032258064516128,19.903225806451612,1.0689655172413792,378.0,30.63209076175041,0.25889386283743865,0.5668611610409393,0.412877511939189
SM Harwood,9,14,2,0,9.0,64.28571428571429,14,7,0,0,0,50.0,0.0,9.0,0,0,0,SM Harwood,74,67,3,3,11.166666666666666,6.6268656716417915,24.666666666666668,22.333333333333332,1.0,33.0,49.25373134328358,0.09541674634324997,0.49348684529680953,0.2944517958200297
SM Pollock,147,116,8,8,18.375,126.72413793103448,116,47,20,12,8,40.51724137931034,17.24137931034483,7.35,2,0,0,SM Pollock,307,280,13,13,46.666666666666664,6.578571428571429,23.615384615384617,21.53846153846154,1.0,130.0,46.42857142857143,0.19670334335563233,0.5150946755483592,0.35589900945199576
SMSM Senanayake,10,17,4,1,10.0,58.82352941176471,17,8,0,0,0,47.05882352941176,0.0,10.0,0,0,0,SMSM Senanayake,211,195,9,8,32.5,6.492307692307692,23.444444444444443,21.666666666666668,1.125,73.0,37.43589743589744,0.09341356503124879,0.508696280245576,0.3010549226384124
SN Khan,585,456,36,29,20.17241379310345,128.28947368421052,456,161,77,63,14,35.30701754385965,16.885964912280702,7.597402597402597,8,1,0,SN Khan,6,2,0,1,0.3333333333333333,18.0,6.0,2.0,0.0,,,0.22625796808233667,0.4361538461538461,0.3312059071180914
SN Thakur,307,228,35,23,13.347826086956522,134.64912280701756,228,84,40,27,13,36.84210526315789,17.543859649122805,7.675,0,1,0,SN Thakur,2908,1979,100,92,329.8333333333333,8.816574027286508,29.08,19.79,1.0869565217391304,639.0,32.289034866093985,0.1954762598034398,0.6472142846949671,0.4213452722492035
SP Narine,1534,984,106,84,18.261904761904763,155.8943089430894,984,470,261,164,97,47.764227642276424,26.52439024390244,5.8773946360153255,7,7,1,SP Narine,4672,4146,200,175,691.0,6.7612156295224315,23.36,20.73,1.1428571428571428,1569.0,37.84370477568741,0.29471681193298693,0.865335698573048,0.5800262552530175
SPD Smith,2495,1999,93,78,31.987179487179485,124.81240620310155,1999,660,286,226,60,33.01650825412706,14.307153576788394,8.723776223776223,24,11,1,SPD Smith,5,2,0,1,0.3333333333333333,15.0,5.0,2.0,0.0,,,0.3583916778797653,0.46346153846153837,0.41092660817065185
SR Tendulkar,2334,2044,78,71,32.87323943661972,114.18786692759295,2044,874,325,296,29,42.759295499021526,15.900195694716244,7.181538461538461,23,13,1,SR Tendulkar,59,37,0,4,6.166666666666667,9.567567567567567,59.0,37.0,0.0,4.0,10.81081081081081,0.3427518604127455,0.3841164241164241,0.3634341422645848
SR Watson,3880,2892,141,126,30.793650793650794,134.1632088520055,2892,1248,567,377,190,43.15352697095436,19.605809128630707,6.843033509700176,27,21,4,SR Watson,2742,2137,107,105,356.1666666666667,7.698642957416939,25.626168224299064,19.97196261682243,1.019047619047619,803.0,37.57604117922321,0.43280265691745806,0.6776462978708317,0.5552244773941449
SS Cottrell,0,2,1,1,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0,SS Cottrell,177,131,6,6,21.833333333333332,8.106870229007635,29.5,21.833333333333332,1.0,58.0,44.274809160305345,0.0,0.4756334306484828,0.2378167153242414
SS Iyer,3131,2545,114,102,30.69607843137255,123.02554027504911,2545,958,385,272,113,37.642436149312374,15.12770137524558,8.132467532467533,25,21,0,SS Iyer,7,6,0,1,1.0,7.0,7.0,6.0,0.0,4.0,66.66666666666666,0.3839477782970133,0.5255128205128204,0.4547302994049169
ST Jayasuriya,768,573,30,29,26.482758620689655,134.03141361256544,573,292,123,84,39,50.959860383944154,21.465968586387437,6.2439024390243905,5,4,1,ST Jayasuriya,396,301,16,21,50.166666666666664,7.893687707641196,24.75,18.8125,0.7619047619047619,83.0,27.57475083056478,0.26264646266856695,0.5071508328444129,0.3848986477564899
STR Binny,880,700,66,44,20.0,125.71428571428571,700,268,101,66,35,38.285714285714285,14.428571428571429,8.712871287128714,10,0,0,STR Binny,763,611,28,63,101.83333333333333,7.4926350245499185,27.25,21.821428571428573,0.4444444444444444,199.0,32.56955810147299,0.23781923841070332,0.527258919035215,0.38253907872295917
SW Tait,23,26,5,3,7.666666666666667,88.46153846153845,26,11,2,1,1,42.30769230769231,7.6923076923076925,11.5,0,0,0,SW Tait,668,534,26,21,89.0,7.50561797752809,25.692307692307693,20.53846153846154,1.2380952380952381,200.0,37.453183520599254,0.11574589311362457,0.5269895337720091,0.32136771344281684
SZ Mulani,1,1,1,0,1.0,100.0,1,0,0,0,0,0.0,0.0,1.0,0,0,0,SZ Mulani,57,33,0,2,5.5,10.363636363636363,57.0,33.0,0.0,7.0,21.21212121212121,0.1034590035619484,0.3820979020979021,0.24277845282992527
Sachin Baby,144,123,11,10,14.4,117.07317073170731,123,50,16,11,5,40.65040650406504,13.008130081300814,9.0,1,0,0,Sachin Baby,8,10,3,2,1.6666666666666667,4.8,2.6666666666666665,3.3333333333333335,1.5,5.0,50.0,0.1733515018340963,0.5594799566630553,0.3664157292485758
Sandeep Sharma,54,73,25,5,10.8,73.97260273972603,73,33,4,4,0,45.20547945205479,5.47945205479452,13.5,0,0,0,Sandeep Sharma,3758,2925,153,126,487.5,7.708717948717949,24.562091503267975,19.11764705882353,1.2142857142857142,1122.0,38.35897435897436,0.11348606781221282,0.7664028777997295,0.43994447280597115
Shahbaz Ahmed,536,467,37,29,18.482758620689655,114.77516059957173,467,182,53,28,25,38.97216274089936,11.349036402569594,10.11320754716981,4,1,0,Shahbaz Ahmed,850,549,21,42,91.5,9.289617486338798,40.476190476190474,26.142857142857142,0.5,142.0,25.865209471766846,0.20453774691990614,0.4686165472588932,0.3365771470893997
Shahid Afridi,81,46,9,8,10.125,176.08695652173913,46,20,13,7,6,43.47826086956522,28.26086956521739,6.230769230769231,1,0,0,Shahid Afridi,237,185,9,10,30.833333333333332,7.686486486486487,26.333333333333332,20.555555555555557,0.9,57.0,30.810810810810814,0.214646926857742,0.4920781236274194,0.3533625252425807
Shakib Al Hasan,795,665,52,40,19.875,119.54887218045114,665,239,94,73,21,35.93984962406015,14.135338345864662,8.457446808510639,5,2,0,Shakib Al Hasan,1864,1515,71,70,252.5,7.3821782178217825,26.253521126760564,21.338028169014084,1.0142857142857142,504.0,33.26732673267327,0.22698511302034494,0.611230132764089,0.419107622892217
Shashank Singh,423,272,19,11,38.45454545454545,155.51470588235296,272,89,58,33,25,32.720588235294116,21.323529411764707,7.293103448275862,3,2,0,Shashank Singh,25,19,1,3,3.1666666666666665,7.894736842105264,25.0,19.0,0.3333333333333333,2.0,10.526315789473683,0.3077227993633892,0.4783961528957822,0.3930594761295857
Shivam Mavi,51,58,11,9,5.666666666666667,87.93103448275862,58,32,6,4,2,55.172413793103445,10.344827586206897,8.5,0,0,0,Shivam Mavi,958,687,33,32,114.5,8.366812227074236,29.03030303030303,20.818181818181817,1.03125,254.0,36.972343522561864,0.1097947615966729,0.5252553887672898,0.31752507518198136
Shivam Sharma,5,3,2,1,5.0,166.66666666666669,3,1,1,1,0,33.33333333333333,33.33333333333333,5.0,0,0,0,Shivam Sharma,165,114,4,5,19.0,8.68421052631579,41.25,28.5,0.8,37.0,32.45614035087719,0.1839616844764087,0.4399510083442626,0.31195634641033565
Shoaib Ahmed,1,6,3,2,0.5,16.666666666666664,6,5,0,0,0,83.33333333333334,0.0,1.0,0,0,0,Shoaib Ahmed,154,103,5,7,17.166666666666668,8.970873786407767,30.8,20.6,0.7142857142857143,33.0,32.038834951456316,0.018421124774069618,0.4635554667311812,0.2409882957526254
Shoaib Akhtar,2,8,1,1,2.0,25.0,8,6,0,0,0,75.0,0.0,2.0,0,0,0,Shoaib Akhtar,54,46,5,3,7.666666666666667,7.0434782608695645,10.8,9.2,1.6666666666666667,23.0,50.0,0.031918007123896815,0.5257709422645124,0.2788444746942046
Shoaib Malik,52,49,5,4,13.0,106.12244897959184,49,16,5,5,0,32.6530612244898,10.204081632653061,10.4,0,0,0,Shoaib Malik,87,58,2,5,9.666666666666666,9.0,43.5,29.0,0.4,15.0,25.862068965517242,0.15303608874636362,0.4283712531599856,0.2907036709531746
Sikandar Raza,182,143,9,7,26.0,127.27272727272727,143,59,20,12,8,41.25874125874126,13.986013986013987,9.1,1,1,0,Sikandar Raza,146,88,3,7,14.666666666666666,9.954545454545455,48.666666666666664,29.333333333333332,0.42857142857142855,21.0,23.863636363636363,0.22499319372915577,0.4103715650546636,0.3176823793919097
Simarjeet Singh,7,8,3,1,7.0,87.5,8,3,0,0,0,37.5,0.0,7.0,0,0,0,Simarjeet Singh,265,193,10,10,32.166666666666664,8.238341968911918,26.5,19.3,1.0,82.0,42.487046632124354,0.11171302493363887,0.48897264682822583,0.30034283588093236
Sohail Tanvir,36,31,5,3,12.0,116.12903225806453,31,11,4,3,1,35.483870967741936,12.903225806451612,9.0,0,0,0,Sohail Tanvir,275,265,24,11,44.166666666666664,6.226415094339623,11.458333333333334,11.041666666666666,2.1818181818181817,121.0,45.660377358490564,0.15883497867002538,0.5667413223900734,0.36278815053004937
Sumit Kumar,18,26,3,2,9.0,69.23076923076923,26,19,3,2,1,73.07692307692307,11.538461538461538,6.0,0,0,0,Sumit Kumar,38,22,0,2,3.6666666666666665,10.363636363636363,38.0,22.0,0.0,4.0,18.181818181818183,0.10081101516402238,0.42594405594405593,0.26337753555403914
Sunny Gupta,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0,Sunny Gupta,47,19,0,1,3.1666666666666665,14.842105263157896,47.0,19.0,0.0,,,0.0,0.36785425101214575,0.18392712550607287
Swapnil Singh,51,46,9,5,10.2,110.86956521739131,46,21,6,3,3,45.65217391304348,13.043478260869565,8.5,0,0,0,Swapnil Singh,241,165,7,14,27.5,8.763636363636364,34.42857142857143,23.571428571428573,0.5,39.0,23.636363636363637,0.14818783778585104,0.4606646874252508,0.30442626260555095
T Henderson,11,16,2,1,11.0,68.75,16,11,1,0,1,68.75,6.25,11.0,0,0,0,T Henderson,41,36,1,2,6.0,6.833333333333333,41.0,36.0,0.5,14.0,38.88888888888889,0.10679903918143249,0.4503181052124714,0.27855857219695196
T Natarajan,3,5,2,0,3.0,60.0,5,2,0,0,0,40.0,0.0,3.0,0,0,0,T Natarajan,2001,1401,76,61,233.5,8.569593147751606,26.32894736842105,18.43421052631579,1.2459016393442623,418.0,29.835831548893648,0.07037701068584522,0.6105506191518314,0.3404638149188383
T Shamsi,2,4,1,0,2.0,50.0,4,2,0,0,0,50.0,0.0,2.0,0,0,0,T Shamsi,185,120,3,5,20.0,9.25,61.666666666666664,40.0,0.6,28.0,23.333333333333332,0.056918007123896816,0.38624277717587574,0.22158039214988628
T Stubbs,405,239,17,9,45.0,169.4560669456067,239,64,52,26,26,26.778242677824267,21.75732217573222,7.788461538461538,3,3,0,T Stubbs,29,25,4,3,4.166666666666667,6.959999999999999,7.25,6.25,1.3333333333333333,9.0,36.0,0.3430797822619849,0.5327809678584327,0.43793037506020877
T Thushara,12,19,4,2,6.0,63.1578947368421,19,10,0,0,0,52.63157894736842,0.0,12.0,0,0,0,T Thushara,164,144,10,6,24.0,6.833333333333333,16.4,14.4,1.6666666666666667,57.0,39.58333333333333,0.08421139202567754,0.5239887444324064,0.30410006822904195
TA Boult,83,82,22,7,11.857142857142858,101.21951219512195,82,38,8,5,3,46.34146341463415,9.75609756097561,10.375,0,0,0,TA Boult,3286,2428,128,103,404.6666666666667,8.120263591433279,25.671875,18.96875,1.2427184466019416,986.0,40.609555189456344,0.14578434030437232,0.7134639351309776,0.42962413771767494
TG Southee,120,108,19,11,10.909090909090908,111.11111111111111,108,47,12,8,4,43.51851851851852,11.11111111111111,10.0,1,0,0,TG Southee,1774,1262,57,54,210.33333333333334,8.434231378763867,31.12280701754386,22.140350877192983,1.0555555555555556,447.0,35.41996830427892,0.15429071209863915,0.5649351296832497,0.35961292089094443
TK Curran,127,108,10,5,25.4,117.59259259259258,108,37,13,10,3,34.25925925925926,12.037037037037036,9.76923076923077,0,1,0,TK Curran,432,252,13,13,42.0,10.285714285714286,33.23076923076923,19.384615384615383,1.0,57.0,22.61904761904762,0.2105224085964041,0.46201246929307593,0.33626743894474
TL Suman,676,587,39,30,22.533333333333335,115.1618398637138,587,255,81,55,26,43.441226575809196,13.798977853492334,8.345679012345679,4,2,0,TL Suman,198,152,7,11,25.333333333333332,7.815789473684211,28.285714285714285,21.714285714285715,0.6363636363636364,43.0,28.289473684210524,0.2257209750135652,0.48273923568400956,0.3542301053487874
TM Dilshan,1153,1047,50,41,28.121951219512194,110.12416427889207,1047,492,164,140,24,46.99140401146132,15.663801337153775,7.030487804878049,8,9,0,TM Dilshan,368,275,5,25,45.833333333333336,8.02909090909091,73.6,55.0,0.2,79.0,28.72727272727273,0.26354374127192587,0.37263442660625756,0.31808908393909174
TM Head,772,458,25,20,38.6,168.5589519650655,458,146,116,76,40,31.877729257641924,25.327510917030565,6.655172413793103,6,5,1,TM Head,113,58,3,6,9.666666666666666,11.689655172413794,37.666666666666664,19.333333333333332,0.5,9.0,15.517241379310345,0.3386824290619641,0.4212969327903762,0.37998968092617014
TS Mills,8,14,5,4,2.0,57.14285714285714,14,11,1,0,1,78.57142857142857,7.142857142857142,8.0,0,0,0,TS Mills,349,218,11,10,36.333333333333336,9.605504587155963,31.727272727272727,19.818181818181817,1.1,69.0,31.65137614678899,0.06436034018389894,0.46739462221888894,0.26587748120139393
TU Deshpande,21,15,4,1,21.0,140.0,15,6,3,2,1,40.0,20.0,7.0,0,0,0,TU Deshpande,1275,831,46,36,138.5,9.205776173285198,27.717391304347824,18.065217391304348,1.2777777777777777,284.0,34.17569193742479,0.21263907480091657,0.5457069643794371,0.37917301959017685
Tilak Varma,1156,830,38,28,41.285714285714285,139.27710843373492,830,289,148,90,58,34.81927710843373,17.83132530120482,7.8108108108108105,14,6,0,Tilak Varma,28,23,0,4,3.8333333333333335,7.304347826086956,28.0,23.0,0.0,8.0,34.78260869565217,0.3377228883837574,0.47451505016722406,0.40611896927549074
UT Yadav,208,211,48,21,9.904761904761905,98.5781990521327,211,106,25,16,9,50.23696682464455,11.848341232227488,8.32,0,0,0,UT Yadav,4442,3190,163,147,531.6666666666666,8.354858934169279,27.25153374233129,19.570552147239265,1.1088435374149659,1186.0,37.17868338557994,0.14272626461272633,0.7735913071435706,0.45815878587814846
Umar Gul,39,19,4,3,13.0,205.26315789473685,19,8,6,1,5,42.10526315789473,31.57894736842105,6.5,0,0,0,Umar Gul,198,153,14,6,25.5,7.764705882352941,14.142857142857142,10.928571428571429,2.3333333333333335,51.0,33.33333333333333,0.2515279331743611,0.5289478348219028,0.390237883998132
Umran Malik,23,16,5,1,23.0,143.75,16,8,3,1,2,50.0,18.75,7.666666666666667,0,0,0,Umran Malik,785,519,31,26,86.5,9.07514450867052,25.322580645161292,16.741935483870968,1.1923076923076923,205.0,39.4990366088632,0.22330708192481336,0.5241530336366367,0.373730057780725
V Kohli,8014,6236,244,218,36.76146788990825,128.51186658114176,6236,2198,981,708,273,35.24695317511225,15.731237973059653,8.169215086646279,51,56,8,V Kohli,371,264,5,26,44.0,8.431818181818182,74.2,52.8,0.19230769230769232,52.0,19.696969696969695,0.6538350525694654,0.3678937506155816,0.5108644015925234
V Pratap Singh,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0,V Pratap Singh,300,211,12,9,35.166666666666664,8.530805687203792,25.0,17.583333333333332,1.3333333333333333,71.0,33.649289099526065,0.0,0.493752856181933,0.2468764280909665
V Sehwag,2728,1833,104,98,27.836734693877553,148.82705946535734,1833,737,440,334,106,40.207310420076375,24.004364429896345,6.2,17,16,2,V Sehwag,236,138,6,15,23.0,10.26086956521739,39.333333333333336,23.0,0.4,44.0,31.88405797101449,0.3798867356442891,0.43499112848776045,0.4074389320660248
V Shankar,1115,890,58,43,25.930232558139537,125.2808988764045,890,312,125,80,45,35.056179775280896,14.04494382022472,8.92,4,6,0,V Shankar,344,258,12,22,43.0,8.0,28.666666666666668,21.5,0.5454545454545454,80.0,31.007751937984494,0.2693320268970829,0.4897146984470928,0.37952336267208786
V Viyaskanth,7,5,1,0,7.0,140.0,5,0,0,0,0,0.0,0.0,7.0,0,0,0,V Viyaskanth,90,60,1,3,10.0,9.0,90.0,60.0,0.3333333333333333,16.0,26.666666666666668,0.16421302493363885,0.3191856265799927,0.2416993257568158
VG Arora,9,17,7,2,4.5,52.94117647058824,17,9,0,0,0,52.94117647058824,0.0,9.0,0,0,0,VG Arora,598,418,20,20,69.66666666666667,8.583732057416267,29.9,20.9,1.0,144.0,34.44976076555024,0.06873129943721482,0.49702758496754046,0.28287944220237765
VR Aaron,50,73,12,4,12.5,68.4931506849315,73,43,4,2,2,58.9041095890411,5.47945205479452,12.5,0,0,0,VR Aaron,1527,1065,46,50,177.5,8.60281690140845,33.19565217391305,23.152173913043477,0.92,387.0,36.33802816901409,0.11360241969144283,0.5380894845101827,0.32584595210081274
VR Iyer,1326,1000,49,43,30.837209302325583,132.6,1000,405,182,121,61,40.5,18.2,7.285714285714286,7,11,1,VR Iyer,145,84,3,9,14.0,10.357142857142858,48.333333333333336,28.0,0.3333333333333333,15.0,17.857142857142858,0.30391102758333594,0.407785817468916,0.355848422526126
VRV Singh,4,3,2,1,4.0,133.33333333333331,3,2,1,1,0,66.66666666666666,33.33333333333333,4.0,0,0,0,VRV Singh,549,371,16,18,61.833333333333336,8.878706199460916,34.3125,23.1875,0.8888888888888888,114.0,30.727762803234505,0.14716934758112693,0.4768750377202742,0.3120221926507005
VS Malik,7,7,2,1,7.0,100.0,7,3,1,1,0,42.857142857142854,14.285714285714285,7.0,0,0,0,VS Malik,268,212,6,13,35.333333333333336,7.584905660377358,44.666666666666664,35.333333333333336,0.46153846153846156,84.0,39.62264150943396,0.12421302493363885,0.44498313538706846,0.28459808016035365
VS Yeligati,2,2,1,1,2.0,100.0,2,1,0,0,0,50.0,0.0,2.0,0,0,0,VS Yeligati,61,32,0,2,5.333333333333333,11.4375,61.0,32.0,0.0,6.0,18.75,0.1069180071238968,0.36391826923076925,0.23541813817733304
VY Mahesh,15,28,5,2,7.5,53.57142857142857,28,15,0,0,0,53.57142857142857,0.0,15.0,0,0,0,VY Mahesh,511,359,22,17,59.833333333333336,8.540389972144846,23.227272727272727,16.318181818181817,1.2941176470588236,120.0,33.42618384401114,0.07988830018247288,0.5165432389546714,0.2982157695685721
Vijaykumar Vyshak,14,13,4,2,7.0,107.6923076923077,13,5,1,0,1,38.46153846153847,7.6923076923076925,14.0,0,0,0,Vijaykumar Vyshak,396,243,17,11,40.5,9.777777777777779,23.294117647058822,14.294117647058824,1.5454545454545454,63.0,25.925925925925924,0.13225472119594903,0.4966877450390292,0.3144712331174891
Vivrant Sharma,69,49,1,1,69.0,140.81632653061226,49,18,11,9,2,36.734693877551024,22.448979591836736,6.2727272727272725,0,1,0,Vivrant Sharma,37,21,0,2,3.5,10.571428571428571,37.0,21.0,0.0,5.0,23.809523809523807,0.37948757230505237,0.42652014652014647,0.4030038594125994
WA Mota,56,76,8,5,11.2,73.68421052631578,76,30,2,2,0,39.473684210526315,2.631578947368421,28.0,0,0,0,WA Mota,98,75,4,7,12.5,7.84,24.5,18.75,0.5714285714285714,24.0,32.0,0.11466113726815391,0.48563994221740703,0.3001505397427805
WD Parnell,65,86,13,10,6.5,75.5813953488372,86,43,5,4,1,50.0,5.813953488372093,13.0,0,0,0,WD Parnell,968,758,40,33,126.33333333333333,7.6622691292875995,24.2,18.95,1.2121212121212122,296.0,39.050131926121374,0.10098480869366558,0.5554189743018016,0.3282018914977336
WG Jacks,230,133,8,6,38.333333333333336,172.93233082706766,133,48,34,16,18,36.09022556390977,25.563909774436087,6.764705882352941,1,1,1,WG Jacks,100,55,2,5,9.166666666666666,10.90909090909091,50.0,27.5,0.4,11.0,20.0,0.31509405916611066,0.3974621622508947,0.3562781107085027
WPUJC Vaas,81,73,11,7,11.571428571428571,110.95890410958904,73,24,5,2,3,32.87671232876712,6.8493150684931505,16.2,0,0,0,WPUJC Vaas,364,288,22,13,48.0,7.583333333333333,16.545454545454547,13.090909090909092,1.6923076923076923,128.0,44.44444444444444,0.15444988093909842,0.5399382913643477,0.34719408615172304
Washington Sundar,378,341,38,27,14.0,110.85043988269794,341,135,41,32,9,39.589442815249264,12.023460410557185,9.21951219512195,3,0,0,Washington Sundar,1335,1064,39,58,177.33333333333334,7.5281954887218046,34.23076923076923,27.28205128205128,0.6724137931034483,356.0,33.45864661654135,0.17744469539010543,0.5315103913734666,0.354477543381786
Y Gnaneswara Rao,19,18,1,1,19.0,105.55555555555556,18,9,3,3,0,50.0,16.666666666666664,6.333333333333333,0,0,0,Y Gnaneswara Rao,7,6,0,1,1.0,7.0,7.0,6.0,0.0,3.0,50.0,0.1712766232325753,0.5255128205128204,0.3483947218726979
Y Nagar,285,271,20,15,19.0,105.1660516605166,271,113,29,20,9,41.69741697416974,10.70110701107011,9.827586206896552,1,0,0,Y Nagar,125,72,4,8,12.0,10.416666666666666,31.25,18.0,0.5,16.0,22.22222222222222,0.1841638849976312,0.44859079691826165,0.31637734095794645
